,gender,n_credits
1798,Male,57
1799,Male,19
1800,Female,67
1801,Male,12
1802,Male,86
1803,Female,2
1804,Male,114
1805,Male,2
1806,Female,2
1807,Female,3
1808,Male,69
1809,Male,7
1810,Female,8
1811,Male,20
1812,Male,3
1813,Male,17
1814,Male,23
1815,Male,5
1816,Male,28
1817,Male,6
1818,Male,0
1819,Male,2
1820,Female,41
1821,Female,0
1822,Not Specified,1
1823,Male,1
1824,Male,142
1825,Male,28
1826,Male,14
1827,Female,2
1828,Male,10
1829,Male,56
1830,Male,1
1831,Male,4
1832,Male,0
1833,Male,0
1834,Male,10
1835,Male,9
1836,Male,0
1837,Male,1
1838,Male,119
1839,Male,138
1840,Male,95
1841,Male,3
1842,Male,107
1843,Not Specified,1
1844,Male,116
1845,Male,61
1846,Male,126
1847,Male,82
1848,Male,0
1849,Male,98
1850,Male,6
1851,Male,3
1852,Male,0
1853,Male,228
1854,Male,0
1855,Male,0
1856,Female,66
1857,Male,6
1858,Female,21
1859,Male,50
1860,Not Specified,0
1861,Not Specified,0
1862,Male,65
1863,Male,0
1864,Not Specified,0
1865,Male,0
1866,Not Specified,0
1867,Male,0
1868,Female,0
1869,Male,0
1870,Male,0
1871,Female,18
1872,Male,40
1873,Male,23
1874,Male,10
1875,Male,36
1876,Male,108
1877,Male,25
1878,Female,57
1879,Male,11
1880,Male,6
1881,Male,23
1882,Male,22
1883,Female,44
1884,Female,17
1885,Female,15
1886,Male,60
1887,Female,6
1888,Male,3
1889,Male,75
1890,Male,0
1891,Male,0
1892,Male,2
1893,Male,3
1894,Male,1
1895,Male,3
1896,Female,1
1897,Male,4
1898,Male,45
1899,Female,46
1900,Not Specified,0
1901,Male,161
1902,Male,0
1903,Female,1
1904,Male,0
1905,Female,13
1906,Female,5
1907,Male,4
1908,Female,118
1909,Male,84
1910,Female,47
1911,Male,65
1912,Male,44
1913,Male,30
1914,Male,70
1915,Male,16
1916,Female,19
1917,Female,26
1918,Male,1
1919,Male,97
1920,Male,159
1921,Male,128
1922,Female,28
1923,Male,1
1924,Male,1
1925,Male,1
1926,Male,0
1927,Not Specified,0
1928,Male,1
1929,Female,0
1930,Male,0
1931,Male,1
1932,Male,26
1933,Not Specified,0
1934,Male,113
1935,Female,5
1936,Male,2
1937,Not Specified,6
1938,Not Specified,4
1939,Male,75
1940,Male,2
1941,Male,0
1942,Male,160
1943,Male,24
1944,Male,71
1945,Female,13
1946,Female,44
1947,Female,69
1948,Female,32
1949,Male,8
1950,Female,0
1951,Male,8
1952,Male,6
1953,Not Specified,0
1954,Male,0
1955,Female,0
1956,Male,7
1957,Not Specified,0
1958,Male,40
1959,Male,50
1960,Male,37
1961,Male,148
1962,Male,25
1963,Male,114
1964,Male,7
1965,Male,60
1966,Female,112
1967,Male,94
1968,Female,77
1969,Female,92
1970,Male,227
1971,Male,88
1972,Female,45
1973,Male,76
1974,Male,1
1975,Male,4
1976,Male,1
1977,Male,7
1978,Male,3
1979,Male,0
1980,Female,2
1981,Male,0
1982,Male,88
1983,Male,60
1984,Male,42
1985,Male,36
1986,Male,23
1987,Male,73
1988,Male,75
1989,Male,25
1990,Male,24
1991,Male,4
1992,Male,16
1993,Male,7
1994,Male,49
1995,Male,24
1996,Male,21
1997,Male,0
1998,Male,0
1999,Male,4
2000,Male,63
2001,Female,41
2002,Female,9
2003,Male,22
2004,Male,59
2005,Male,11
2006,Male,5
2007,Male,25
2008,Male,13
2009,Female,28
2010,Female,14
2011,Female,18
2012,Male,16
2013,Male,29
2014,Male,18
2015,Male,27
2016,Male,142
2017,Male,120
2018,Female,3
2019,Female,0
2020,Male,0
2021,Male,7
2022,Male,1
2023,Male,17
2024,Not Specified,2
2025,Male,0
2026,Not Specified,2
2027,Male,29
2028,Male,30
2029,Male,108
2030,Male,64
2031,Male,48
2032,Not Specified,0
2033,Male,0
2034,Male,24
2035,Male,90
2036,Male,1
2037,Male,11
2038,Male,1
2039,Male,13
2040,Male,2
2041,Male,4
2042,Male,119
2043,Male,89
2044,Female,8
2045,Male,87
2046,Male,93
2047,Male,53
2048,Female,12
2049,Not Specified,1
2050,Female,0
2051,Female,88
2052,Male,100
2053,Female,15
2054,Not Specified,3
2055,Not Specified,2
2056,Female,0
2057,Female,1
2058,Not Specified,0
2059,Female,0
2060,Not Specified,0
2061,Not Specified,0
2062,Not Specified,0
2063,Not Specified,0
2064,Male,13
2065,Male,26
2066,Male,7
2067,Male,1
2068,Male,1
2069,Male,1
2070,Female,0
2071,Female,19
2072,Female,86
2073,Male,67
2074,Male,4
2075,Female,69
2076,Male,124
2077,Male,5
2078,Not Specified,1
2079,Not Specified,1
2080,Not Specified,1
2081,Male,41
2082,Female,8
2083,Male,8
2084,Male,9
2085,Male,4
2086,Male,3
2087,Not Specified,0
2088,Male,0
2089,Male,3
2090,Not Specified,4
2091,Male,8
2092,Female,0
2093,Not Specified,0
2094,Male,0
2095,Male,18
2096,Male,55
2097,Male,45
2098,Male,169
2099,Male,37
2100,Male,41
2101,Male,167
2102,Male,3
2103,Male,22
2104,Not Specified,1
2105,Male,10
2106,Male,47
2107,Male,1
2108,Male,5
2109,Male,1
2110,Male,1
2111,Male,2
2112,Male,8
2113,Male,7
2114,Male,150
2115,Male,39
2116,Male,60
2117,Male,70
2118,Female,27
2119,Female,57
2120,Male,50
2121,Female,227
2122,Not Specified,0
2123,Not Specified,2
2124,Male,0
2125,Female,0
2126,Male,1
2127,Male,0
2128,Female,1
2129,Male,0
2130,Female,41
2131,Male,57
2132,Male,107
2133,Male,63
2134,Female,24
2135,Male,26
2136,Female,17
2137,Female,75
2138,Male,112
2139,Male,31
2140,Female,97
2141,Male,34
2142,Male,39
2143,Male,7
2144,Male,2
2145,Male,0
2146,Male,2
2147,Male,4
2148,Male,0
2149,Male,0
2150,Male,36
2151,Male,0
2152,Male,0
2153,Male,1
2154,Female,43
2155,Female,81
2156,Male,77
2157,Male,107
2158,Male,124
2159,Male,115
2160,Male,0
2161,Male,115
2162,Male,64
2163,Male,2
2164,Male,2
2165,Male,1
2166,Male,1
2167,Not Specified,1
2168,Not Specified,0
2169,Male,64
2170,Female,10
2171,Male,42
2172,Female,22
2173,Female,88
2174,Male,75
2175,Male,13
2176,Male,11
2177,Male,3
2178,Male,2
2179,Male,97
2180,Female,32
2181,Male,47
2182,Male,58
2183,Male,6
2184,Male,98
2185,Male,48
2186,Female,4
2187,Not Specified,13
2188,Female,9
2189,Male,19
2190,Not Specified,4
2191,Not Specified,4
2192,Not Specified,1
2193,Male,3
2194,Male,16
2195,Male,49
2196,Male,27
2197,Male,4
2198,Male,75
2199,Male,51
2200,Male,1
2201,Male,1
2202,Female,0
2203,Male,1
2204,Male,2
2205,Male,7
2206,Male,0
2207,Male,2
2208,Female,101
2209,Male,68
2210,Male,71
2211,Male,61
2212,Male,78
2213,Male,56
2214,Male,103
2215,Male,0
2216,Male,0
2217,Male,166
2218,Male,144
2219,Female,93
2220,Male,3
2221,Male,109
2222,Female,73
2223,Male,0
2224,Male,0
2225,Not Specified,0
2226,Male,0
2227,Male,6
2228,Male,56
2229,Female,25
2230,Male,70
2231,Female,0
2232,Male,1
2233,Male,5
2234,Male,62
2235,Female,8
2236,Not Specified,1
2237,Male,0
2238,Male,0
2239,Male,1
2240,Female,0
2241,Male,0
2242,Female,184
2243,Male,91
2244,Male,178
2245,Female,53
2246,Female,10
2247,Male,159
2248,Male,108
2249,Male,115
2250,Male,15
2251,Male,87
2252,Female,14
2253,Male,58
2254,Male,26
2255,Female,2
2256,Not Specified,0
2257,Not Specified,2
2258,Male,7
2259,Male,63
2260,Female,6
2261,Male,31
2262,Male,34
2263,Male,9
2264,Male,0
2265,Male,59
2266,Male,0
2267,Male,17
2268,Not Specified,1
2269,Male,84
2270,Male,138
2271,Male,84
2272,Male,87
2273,Female,4
2274,Male,33
2275,Male,4
2276,Not Specified,22
2277,Female,14
2278,Male,17
2279,Male,0
2280,Male,2
2281,Male,2
2282,Female,0
2283,Female,0
2284,Male,0
2285,Male,0
2286,Male,143
2287,Male,0
2288,Male,1
2289,Male,0
2290,Not Specified,0
2291,Male,1
2292,Male,2
2293,Female,0
2294,Female,47
2295,Male,1
2296,Female,1
2297,Male,32
2298,Male,11
2299,Male,39
2300,Male,12
2301,Male,8
2302,Female,1
2303,Female,7
2304,Not Specified,0
2305,Not Specified,0
2306,Not Specified,3
2307,Not Specified,2
2308,Male,7
2309,Female,0
2310,Female,1
2311,Female,27
2312,Male,6
2313,Male,4
2314,Not Specified,5
2315,Male,0
2316,Not Specified,0
2317,Not Specified,0
2318,Male,2
2319,Male,0
2320,Male,1
2321,Male,6
2322,Male,98
2323,Male,72
2324,Female,76
2325,Male,0
2326,Male,121
2327,Male,0
2328,Male,0
2329,Female,0
2330,Male,89
2331,Male,1
2332,Male,139
2333,Female,62
2334,Female,21
2335,Male,128
2336,Male,60
2337,Female,34
2338,Male,30
2339,Male,24
2340,Male,47
2341,Male,18
2342,Male,52
2343,Male,14
2344,Male,23
2345,Male,41
2346,Male,35
2347,Male,4
2348,Male,0
2349,Male,0
2350,Not Specified,0
2351,Male,13
2352,Male,0
2353,Male,95
2354,Not Specified,0
2355,Not Specified,1
2356,Male,22
2357,Male,17
2358,Male,0
2359,Male,5
2360,Male,0
2361,Female,6
2362,Female,4
2363,Male,58
2364,Female,28
2365,Male,27
2366,Male,106
2367,Male,139
2368,Male,16
2369,Male,6
2370,Female,39
2371,Female,10
2372,Female,0
2373,Male,1
2374,Male,37
2375,Male,21
2376,Male,14
2377,Male,82
2378,Female,57
2379,Female,24
2380,Male,14
2381,Male,22
2382,Male,0
2383,Male,2
2384,Male,10
2385,Male,0
2386,Male,30
2387,Male,6
2388,Male,38
2389,Male,15
2390,Male,6
2391,Male,8
2392,Male,54
2393,Not Specified,1
2394,Male,14
2395,Male,28
2396,Male,2
2397,Male,1
2398,Male,0
2399,Male,0
2400,Male,1
2401,Male,2
2402,Female,0
2403,Male,55
2404,Male,7
2405,Male,90
2406,Female,59
2407,Male,202
2408,Female,5
2409,Male,55
2410,Male,34
2411,Male,60
2412,Male,0
2413,Male,0
2414,Male,4
2415,Male,4
2416,Not Specified,1
2417,Male,64
2418,Female,103
2419,Male,9
2420,Female,54
2421,Female,111
2422,Female,58
2423,Not Specified,3
2424,Female,6
2425,Female,3
2426,Female,24
2427,Not Specified,7
2428,Female,1
2429,Male,5
2430,Female,23
2431,Male,63
2432,Male,24
2433,Male,4
2434,Female,123
2435,Female,18
2436,Male,24
2437,Male,5
2438,Male,0
2439,Male,40
2440,Female,70
2441,Male,16
2442,Female,19
2443,Male,47
2444,Male,78
2445,Male,6
2446,Male,23
2447,Male,55
2448,Female,43
2449,Male,0
2450,Male,0
2451,Not Specified,12
2452,Male,0
2453,Male,0
2454,Male,12
2455,Male,0
2456,Male,0
2457,Male,5
2458,Female,70
2459,Male,39
2460,Male,150
2461,Female,190
2462,Male,0
2463,Male,1
2464,Male,18
2465,Male,93
2466,Female,92
2467,Male,218
2468,Female,5
2469,Female,109
2470,Female,5
2471,Male,166
2472,Male,11
2473,Male,65
2474,Male,1
2475,Male,32
2476,Male,14
2477,Male,1
2478,Female,30
2479,Male,0
2480,Male,0
2481,Not Specified,0
2482,Male,0
2483,Male,0
2484,Male,0
2485,Male,4
2486,Male,1
2487,Male,2
2488,Male,0
2489,Male,17
2490,Male,0
2491,Female,56
2492,Male,2
2493,Male,12
2494,Male,0
2495,Male,7
2496,Female,7
2497,Female,12
2498,Male,21
2499,Female,26
2500,Male,25
2501,Female,34
2502,Male,12
2503,Male,3
2504,Male,57
2505,Female,4
2506,Female,3
2507,Male,33
2508,Male,66
2509,Male,73
2510,Male,71
2511,Female,36
2512,Male,7
2513,Male,18
2514,Female,13
2515,Female,7
2516,Male,0
2517,Female,77
2518,Male,58
2519,Female,18
2520,Female,33
2521,Male,15
2522,Male,19
2523,Female,6
2524,Not Specified,8
2525,Not Specified,4
2526,Male,6
2527,Not Specified,1
2528,Male,24
2529,Male,16
2530,Not Specified,2
2531,Not Specified,8
2532,Not Specified,1
2533,Not Specified,1
2534,Female,3
2535,Female,15
2536,Not Specified,2
2537,Female,26
2538,Male,0
2539,Female,0
2540,Female,6
2541,Male,0
2542,Male,1
2543,Female,0
2544,Male,1
2545,Male,1
2546,Female,2
2547,Female,0
2548,Male,4
2549,Male,6
2550,Male,3
2551,Female,1
2552,Female,2
2553,Male,3
2554,Male,79
2555,Male,37
2556,Male,151
2557,Male,86
2558,Male,39
2559,Male,16
2560,Female,70
2561,Male,34
2562,Male,18
2563,Female,9
2564,Male,53
2565,Male,65
2566,Male,94
2567,Not Specified,1
2568,Male,0
2569,Male,8
2570,Male,0
2571,Not Specified,0
2572,Not Specified,0
2573,Male,69
2574,Female,83
2575,Male,56
2576,Female,42
2577,Male,127
2578,Male,1
2579,Not Specified,0
2580,Male,0
2581,Male,34
2582,Male,151
2583,Male,1
2584,Not Specified,3
2585,Male,35
2586,Male,26
2587,Not Specified,3
2588,Male,36
2589,Male,96
2590,Male,109
2591,Female,59
2592,Male,1
2593,Male,4
2594,Male,0
2595,Male,0
2596,Male,0
2597,Male,222
2598,Male,22
2599,Female,37
2600,Male,56
2601,Female,71
2602,Male,54
2603,Male,45
2604,Female,62
2605,Male,87
2606,Male,49
2607,Male,27
2608,Male,59
2609,Female,194
2610,Female,5
2611,Male,47
2612,Male,0
2613,Not Specified,25
2614,Not Specified,1
2615,Not Specified,1
2616,Female,3
2617,Male,2
2618,Female,0
2619,Female,0
2620,Male,0
2621,Male,10
2622,Male,3
2623,Not Specified,0
2624,Female,0
2625,Female,1
2626,Male,86
2627,Male,72
2628,Female,48
2629,Male,33
2630,Female,49
2631,Male,22
2632,Male,34
2633,Male,35
2634,Male,129
2635,Male,37
2636,Not Specified,4
2637,Male,5
2638,Female,3
2639,Male,32
2640,Male,53
2641,Male,32
2642,Not Specified,2
2643,Male,8
2644,Not Specified,1
2645,Male,33
2646,Male,132
2647,Male,48
2648,Male,25
2649,Male,38
2650,Male,47
2651,Male,11
2652,Not Specified,4
2653,Male,102
2654,Female,5
2655,Male,2
2656,Male,2
2657,Male,45
2658,Male,1
2659,Male,9
2660,Female,2
2661,Male,1
2662,Not Specified,1
2663,Male,2
2664,Male,1
2665,Male,0
2666,Male,3
2667,Male,1
2668,Male,0
2669,Male,0
2670,Male,99
2671,Male,105
2672,Male,14
2673,Male,10
2674,Female,120
2675,Female,18
2676,Male,36
2677,Male,32
2678,Male,13
2679,Male,11
2680,Female,11
2681,Not Specified,5
2682,Male,4
2683,Male,69
2684,Male,36
2685,Male,12
2686,Male,9
2687,Not Specified,1
2688,Female,90
2689,Not Specified,1
2690,Not Specified,2
2691,Male,0
2692,Male,3
2693,Not Specified,0
2694,Male,0
2695,Male,69
2696,Male,31
2697,Male,0
2698,Male,6
2699,Male,0
2700,Male,1
2701,Male,0
2702,Male,51
2703,Male,103
2704,Male,65
2705,Male,99
2706,Male,123
2707,Male,14
2708,Male,18
2709,Male,6
2710,Male,79
2711,Male,32
2712,Male,13
2713,Male,19
2714,Male,1
2715,Not Specified,0
2716,Female,3
2717,Male,0
2718,Male,0
2719,Female,1
2720,Female,79
2721,Female,45
2722,Female,11
2723,Female,8
2724,Male,0
2725,Male,10
2726,Not Specified,1
2727,Male,3
2728,Female,12
2729,Female,13
2730,Male,113
2731,Male,32
2732,Female,126
2733,Male,70
2734,Male,3
2735,Not Specified,2
2736,Female,8
2737,Male,23
2738,Female,15
2739,Male,94
2740,Male,45
2741,Male,24
2742,Female,6
2743,Male,3
2744,Male,19
2745,Male,13
2746,Female,10
2747,Male,64
2748,Male,1
2749,Male,0
2750,Male,3
2751,Not Specified,0
2752,Male,1
2753,Male,101
2754,Male,132
2755,Male,10
2756,Male,126
2757,Male,69
2758,Male,71
2759,Male,19
2760,Female,75
2761,Male,47
2762,Female,73
2763,Male,28
2764,Male,11
2765,Male,9
2766,Male,5
2767,Male,1
2768,Male,1
2769,Not Specified,0
2770,Male,0
2771,Male,0
2772,Male,5
2773,Male,1
2774,Not Specified,0
2775,Male,6
2776,Female,0
2777,Not Specified,0
2778,Female,14
2779,Male,6
2780,Male,3
2781,Male,1
2782,Male,0
2783,Not Specified,0
2784,Male,0
2785,Male,0
2786,Male,0
2787,Not Specified,0
2788,Female,22
2789,Female,9
2790,Female,99
2791,Female,117
2792,Female,50
2793,Female,74
2794,Female,57
2795,Male,101
2796,Female,62
2797,Male,130
2798,Female,18
2799,Female,6
2800,Female,43
2801,Male,1
2802,Female,84
2803,Male,48
2804,Female,70
2805,Male,163
2806,Female,92
2807,Male,56
2808,Male,25
2809,Male,3
2810,Female,20
2811,Male,20
2812,Male,4
2813,Male,1
2814,Female,100
2815,Male,152
2816,Male,114
2817,Male,89
2818,Male,125
2819,Male,81
2820,Male,4
2821,Male,0
2822,Male,0
2823,Male,68
2824,Female,40
2825,Male,46
2826,Male,145
2827,Female,1
2828,Not Specified,1
2829,Male,15
2830,Male,28
2831,Male,40
2832,Male,51
2833,Male,1
2834,Male,3
2835,Male,1
2836,Male,0
2837,Not Specified,2
2838,Male,0
2839,Male,4
2840,Female,1
2841,Male,1
2842,Male,1
2843,Male,32
2844,Male,43
2845,Male,0
2846,Male,1
2847,Male,0
2848,Male,0
2849,Female,1
2850,Male,1
2851,Male,1
2852,Not Specified,0
2853,Female,74
2854,Male,200
2855,Male,40
2856,Male,10
2857,Female,25
2858,Male,65
2859,Female,74
2860,Male,27
2861,Male,21
2862,Male,26
2863,Male,28
2864,Female,3
2865,Female,22
2866,Male,9
2867,Male,20
2868,Male,50
2869,Male,17
2870,Female,10
2871,Male,33
2872,Not Specified,5
2873,Male,12
2874,Male,36
2875,Male,0
2876,Not Specified,0
2877,Female,0
2878,Male,3
2879,Male,121
2880,Male,29
2881,Male,2
2882,Male,5
2883,Male,6
2884,Male,3
2885,Male,51
2886,Male,21
2887,Female,18
2888,Female,70
2889,Not Specified,1
2890,Male,1
2891,Female,29
2892,Male,4
2893,Male,2
2894,Male,0
2895,Female,1
2896,Female,114
2897,Male,127
2898,Male,94
2899,Male,174
2900,Male,57
2901,Male,102
2902,Male,6
2903,Male,1
2904,Not Specified,0
2905,Male,0
2906,Male,0
2907,Male,0
2908,Not Specified,0
2909,Male,0
2910,Not Specified,0
2911,Not Specified,2
2912,Not Specified,0
2913,Male,33
2914,Male,243
2915,Male,1
2916,Male,138
2917,Male,119
2918,Male,82
2919,Male,74
2920,Male,2
2921,Female,43
2922,Not Specified,1
2923,Male,46
2924,Female,12
2925,Female,0
2926,Female,11
2927,Male,1
2928,Not Specified,0
2929,Male,1
2930,Female,23
2931,Male,3
2932,Male,75
2933,Female,12
2934,Female,21
2935,Male,107
2936,Male,0
2937,Male,3
2938,Female,2
2939,Male,10
2940,Male,6
2941,Male,2
2942,Male,72
2943,Male,41
2944,Female,61
2945,Female,8
2946,Female,1
2947,Female,1
2948,Male,8
2949,Not Specified,1
2950,Not Specified,1
2951,Female,24
2952,Female,5
2953,Not Specified,1
2954,Male,6
2955,Male,1
2956,Female,2
2957,Female,16
2958,Male,4
2959,Female,31
2960,Male,17
2961,Male,0
2962,Female,1
2963,Male,3
2964,Female,15
2965,Male,82
2966,Male,2
2967,Male,0
2968,Male,1
2969,Female,40
2970,Male,52
2971,Male,68
2972,Male,122
2973,Female,74
2974,Male,167
2975,Male,26
2976,Male,40
2977,Not Specified,2
2978,Male,28
2979,Female,80
2980,Male,74
2981,Male,58
2982,Male,10
2983,Male,0
2984,Male,0
2985,Female,0
2986,Female,1
2987,Male,0
2988,Male,0
2989,Male,0
2990,Not Specified,0
2991,Male,1
2992,Male,116
2993,Female,58
2994,Male,120
2995,Female,38
2996,Male,80
2997,Male,161
2998,Female,38
2999,Female,58
3000,Male,83
3001,Male,93
3002,Male,53
3003,Male,84
3004,Male,7
3005,Not Specified,0
3006,Male,0
3007,Male,0
3008,Not Specified,5
3009,Not Specified,0
3010,Male,0
3011,Female,168
3012,Male,117
3013,Female,39
3014,Male,73
3015,Not Specified,3
3016,Male,2
3017,Not Specified,0
3018,Male,15
3019,Male,0
3020,Not Specified,1
3021,Female,65
3022,Male,100
3023,Male,4
3024,Female,1
3025,Male,3
3026,Male,1
3027,Male,28
3028,Male,53
3029,Male,9
3030,Male,20
3031,Female,24
3032,Not Specified,0
3033,Not Specified,0
3034,Male,27
3035,Not Specified,4
3036,Male,11
3037,Male,18
3038,Male,16
3039,Not Specified,8
3040,Male,4
3041,Male,15
3042,Male,4
3043,Female,62
3044,Male,55
3045,Male,89
3046,Female,11
3047,Female,8
3048,Female,4
3049,Female,6
3050,Not Specified,5
3051,Male,11
3052,Female,0
3053,Male,1
3054,Female,0
3055,Not Specified,0
3056,Male,3
3057,Male,16
3058,Male,22
3059,Female,25
3060,Male,0
3061,Male,18
3062,Male,32
3063,Male,2
3064,Male,0
3065,Not Specified,0
3066,Male,1
3067,Male,0
3068,Male,2
3069,Male,0
3070,Male,0
3071,Female,0
3072,Not Specified,0
3073,Not Specified,2
3074,Not Specified,0
3075,Male,44
3076,Male,58
3077,Male,3
3078,Male,77
3079,Female,5
3080,Male,20
3081,Female,11
3082,Female,6
3083,Male,2
3084,Female,21
3085,Female,2
3086,Male,19
3087,Male,14
3088,Male,60
3089,Female,10
3090,Not Specified,0
3091,Female,23
3092,Female,12
3093,Female,64
3094,Male,95
3095,Male,1
3096,Male,0
3097,Male,0
3098,Not Specified,1
3099,Male,0
3100,Female,89
3101,Male,82
3102,Male,111
3103,Male,35
3104,Male,17
3105,Male,3
3106,Male,11
3107,Male,23
3108,Male,36
3109,Male,0
3110,Not Specified,0
3111,Not Specified,0
3112,Male,0
3113,Not Specified,0
3114,Not Specified,0
3115,Male,1
3116,Not Specified,0
3117,Female,0
3118,Female,65
3119,Female,71
3120,Male,93
3121,Female,9
3122,Male,51
3123,Male,47
3124,Not Specified,4
3125,Female,13
3126,Male,14
3127,Male,34
3128,Male,18
3129,Not Specified,1
3130,Not Specified,1
3131,Not Specified,1
3132,Not Specified,1
3133,Male,37
3134,Male,12
3135,Not Specified,0
3136,Female,0
3137,Male,0
3138,Male,2
3139,Male,2
3140,Not Specified,0
3141,Not Specified,6
3142,Not Specified,5
3143,Male,20
3144,Not Specified,3
3145,Male,3
3146,Female,67
3147,Female,47
3148,Not Specified,8
3149,Not Specified,0
3150,Male,11
3151,Male,16
3152,Male,3
3153,Male,34
3154,Male,12
3155,Male,46
3156,Female,3
3157,Male,62
3158,Male,60
3159,Male,12
3160,Female,16
3161,Male,14
3162,Not Specified,1
3163,Male,1
3164,Not Specified,2
3165,Male,29
3166,Male,91
3167,Male,1
3168,Male,3
3169,Male,2
3170,Male,3
3171,Male,2
3172,Female,2
3173,Male,0
3174,Male,3
3175,Female,14
3176,Male,4
3177,Male,8
3178,Male,47
3179,Male,6
3180,Male,1
3181,Male,0
3182,Female,1
3183,Male,11
3184,Not Specified,4
3185,Female,33
3186,Male,9
3187,Not Specified,4
3188,Not Specified,2
3189,Male,65
3190,Male,2
3191,Female,2
3192,Male,18
3193,Female,1
3194,Male,4
3195,Female,3
3196,Male,1
3197,Female,27
3198,Female,17
3199,Male,32
3200,Male,31
3201,Not Specified,9
3202,Female,9
3203,Not Specified,7
3204,Male,4
3205,Male,2
3206,Male,4
3207,Not Specified,0
3208,Male,0
3209,Male,0
3210,Male,0
3211,Male,1
3212,Male,0
3213,Male,27
3214,Female,44
3215,Female,43
3216,Male,23
3217,Male,1
3218,Male,17
3219,Male,1
3220,Male,3
3221,Male,81
3222,Male,61
3223,Female,4
3224,Male,100
3225,Male,1
3226,Female,44
3227,Male,28
3228,Female,41
3229,Male,10
3230,Female,53
3231,Not Specified,1
3232,Female,1
3233,Male,0
3234,Female,0
3235,Male,3
3236,Male,0
3237,Male,8
3238,Female,126
3239,Male,108
3240,Male,2
3241,Male,0
3242,Female,23
3243,Male,38
3244,Male,48
3245,Male,0
3246,Male,1
3247,Male,17
3248,Not Specified,0
3249,Male,0
3250,Female,1
3251,Male,1
3252,Male,0
3253,Male,2
3254,Male,86
3255,Male,45
3256,Male,19
3257,Female,5
3258,Female,5
3259,Male,3
3260,Not Specified,1
3261,Male,2
3262,Male,0
3263,Not Specified,0
3264,Female,21
3265,Female,1
3266,Male,103
3267,Female,57
3268,Female,24
3269,Male,13
3270,Not Specified,3
3271,Female,6
3272,Not Specified,1
3273,Not Specified,1
3274,Female,29
3275,Male,80
3276,Female,43
3277,Male,36
3278,Male,41
3279,Female,10
3280,Female,11
3281,Male,66
3282,Female,3
3283,Female,6
3284,Male,6
3285,Not Specified,0
3286,Female,0
3287,Female,2
3288,Male,0
3289,Not Specified,0
3290,Not Specified,1
3291,Not Specified,0
3292,Male,0
3293,Male,9
3294,Male,13
3295,Female,33
3296,Female,6
3297,Not Specified,2
3298,Not Specified,1
3299,Male,5
3300,Male,3
3301,Female,0
3302,Male,24
3303,Female,49
3304,Male,95
3305,Female,90
3306,Male,7
3307,Male,28
3308,Not Specified,1
3309,Male,6
3310,Not Specified,0
3311,Male,35
3312,Female,0
3313,Male,3
3314,Not Specified,0
3315,Female,0
3316,Not Specified,0
3317,Not Specified,0
3318,Male,4
3319,Male,1
3320,Not Specified,1
3321,Male,63
3322,Female,24
3323,Not Specified,0
3324,Male,0
3325,Female,106
3326,Male,2
3327,Not Specified,1
3328,Not Specified,1
3329,Male,21
3330,Not Specified,1
3331,Not Specified,0
3332,Not Specified,1
3333,Male,75
3334,Not Specified,1
3335,Not Specified,1
3336,Not Specified,1
3337,Male,3
3338,Female,1
3339,Male,0
3340,Not Specified,0
3341,Not Specified,1
3342,Male,3
3343,Female,3
3344,Male,157
3345,Male,71
3346,Male,56
3347,Male,87
3348,Male,79
3349,Female,78
3350,Male,62
3351,Male,13
3352,Not Specified,0
3353,Male,15
3354,Male,2
3355,Male,22
3356,Female,11
3357,Male,1
3358,Female,6
3359,Male,1
3360,Male,14
3361,Male,3
3362,Male,148
3363,Male,1
3364,Male,1
3365,Male,3
3366,Male,12
3367,Not Specified,0
3368,Female,78
3369,Male,233
3370,Male,121
3371,Female,39
3372,Female,12
3373,Male,1
3374,Male,3
3375,Female,0
3376,Not Specified,0
3377,Not Specified,0
3378,Male,11
3379,Male,2
3380,Male,112
3381,Male,96
3382,Male,93
3383,Female,26
3384,Male,104
3385,Male,16
3386,Not Specified,11
3387,Male,3
3388,Male,5
3389,Female,2
3390,Male,1
3391,Male,16
3392,Female,38
3393,Male,69
3394,Male,45
3395,Female,77
3396,Male,56
3397,Not Specified,1
3398,Not Specified,2
3399,Male,2
3400,Not Specified,1
3401,Not Specified,1
3402,Not Specified,1
3403,Female,124
3404,Not Specified,0
3405,Male,0
3406,Not Specified,0
3407,Not Specified,0
3408,Female,0
3409,Male,101
3410,Female,42
3411,Male,18
3412,Male,29
3413,Male,31
3414,Male,16
3415,Male,2
3416,Male,92
3417,Male,1
3418,Female,2
3419,Female,0
3420,Female,45
3421,Male,83
3422,Male,2
3423,Male,2
3424,Male,8
3425,Female,18
3426,Not Specified,1
3427,Not Specified,1
3428,Male,2
3429,Male,29
3430,Female,4
3431,Female,2
3432,Male,1
3433,Male,54
3434,Female,52
3435,Male,109
3436,Female,6
3437,Male,72
3438,Male,3
3439,Male,2
3440,Male,0
3441,Male,2
3442,Not Specified,0
3443,Not Specified,0
3444,Male,0
3445,Not Specified,3
3446,Male,2
3447,Not Specified,0
3448,Not Specified,0
3449,Not Specified,0
3450,Male,73
3451,Male,18
3452,Female,8
3453,Male,3
3454,Not Specified,1
3455,Not Specified,0
3456,Not Specified,0
3457,Female,51
3458,Not Specified,7
3459,Male,25
3460,Female,22
3461,Female,17
3462,Not Specified,8
3463,Not Specified,0
3464,Male,2
