,gender,n_credits
5087,Female,0
5088,Female,57
5089,Female,59
5090,Male,81
5091,Not Specified,1
5092,Male,14
5093,Male,71
5094,Not Specified,9
5095,Not Specified,0
5096,Not Specified,1
5097,Not Specified,0
5098,Not Specified,0
5099,Male,27
5100,Male,7
5101,Female,98
5102,Male,114
5103,Male,43
5104,Male,32
5105,Male,1
5106,Not Specified,2
5107,Male,5
5108,Not Specified,0
5109,Male,30
5110,Male,6
5111,Male,0
5112,Male,1
5113,Male,1
5114,Female,5
5115,Male,1
5116,Male,0
5117,Not Specified,0
5118,Not Specified,1
5119,Male,190
5120,Male,6
5121,Male,3
5122,Male,0
5123,Male,3
5124,Male,2
5125,Female,90
5126,Female,74
5127,Female,20
5128,Female,60
5129,Female,42
5130,Female,22
5131,Male,50
5132,Not Specified,0
5133,Male,0
5134,Male,0
5135,Male,0
5136,Male,1
5137,Male,146
5138,Male,100
5139,Male,7
5140,Male,3
5141,Female,42
5142,Female,52
5143,Female,25
5144,Female,1
5145,Not Specified,5
5146,Not Specified,1
5147,Female,9
5148,Not Specified,1
5149,Not Specified,0
5150,Female,8
5151,Male,0
5152,Male,2
5153,Female,0
5154,Female,0
5155,Male,18
5156,Male,9
5157,Male,0
5158,Male,0
5159,Male,3
5160,Male,0
5161,Female,0
5162,Male,0
5163,Male,0
5164,Male,134
5165,Male,74
5166,Male,38
5167,Male,69
5168,Male,83
5169,Male,2
5170,Female,47
5171,Female,15
5172,Male,31
5173,Male,53
5174,Male,0
5175,Male,0
5176,Male,0
5177,Male,1
5178,Male,50
5179,Female,96
5180,Male,29
5181,Female,69
5182,Male,27
5183,Male,0
5184,Female,1
5185,Female,0
5186,Not Specified,0
5187,Female,0
5188,Female,0
5189,Female,0
5190,Not Specified,0
5191,Male,1
5192,Not Specified,0
5193,Not Specified,0
5194,Not Specified,0
5195,Male,23
5196,Male,22
5197,Not Specified,2
5198,Not Specified,1
5199,Female,32
5200,Not Specified,4
5201,Male,19
5202,Male,7
5203,Male,29
5204,Male,33
5205,Female,7
5206,Male,28
5207,Female,7
5208,Male,45
5209,Female,1
5210,Female,11
5211,Female,1
5212,Male,1
5213,Male,2
5214,Male,0
5215,Male,0
5216,Female,1
5217,Female,0
5218,Male,0
5219,Male,4
5220,Male,0
5221,Male,0
5222,Male,0
5223,Male,1
5224,Male,0
5225,Female,0
5226,Male,0
5227,Male,1
5228,Male,113
5229,Male,71
5230,Female,25
5231,Female,13
5232,Male,40
5233,Female,70
5234,Male,38
5235,Male,69
5236,Male,157
5237,Male,98
5238,Male,258
5239,Not Specified,1
5240,Male,29
5241,Male,65
5242,Male,7
5243,Not Specified,1
5244,Male,2
5245,Male,19
5246,Male,1
5247,Male,0
5248,Not Specified,0
5249,Not Specified,0
5250,Male,4
5251,Male,3
5252,Male,4
5253,Male,87
5254,Male,49
5255,Female,22
5256,Male,55
5257,Male,62
5258,Male,24
5259,Male,2
5260,Male,2
5261,Male,3
5262,Not Specified,0
5263,Female,95
5264,Male,48
5265,Female,64
5266,Female,45
5267,Female,19
5268,Female,12
5269,Male,5
5270,Male,70
5271,Male,126
5272,Male,36
5273,Male,1
5274,Female,0
5275,Male,1
5276,Male,0
5277,Male,19
5278,Male,8
5279,Male,1
5280,Male,2
5281,Male,0
5282,Male,15
5283,Male,67
5284,Not Specified,0
5285,Male,0
5286,Male,33
5287,Male,9
5288,Male,21
5289,Male,64
5290,Male,18
5291,Male,13
5292,Male,29
5293,Male,37
5294,Male,3
5295,Not Specified,1
5296,Not Specified,1
5297,Male,2
5298,Male,9
5299,Male,98
5300,Not Specified,3
5301,Not Specified,2
5302,Female,5
5303,Male,3
5304,Male,0
5305,Not Specified,0
5306,Male,0
5307,Not Specified,0
5308,Not Specified,0
5309,Not Specified,0
5310,Not Specified,0
5311,Male,1
5312,Male,1
5313,Male,3
5314,Not Specified,0
5315,Not Specified,0
5316,Male,1
5317,Not Specified,0
5318,Not Specified,0
5319,Male,0
5320,Male,0
5321,Male,10
5322,Male,0
5323,Not Specified,0
5324,Not Specified,0
5325,Not Specified,0
5326,Female,30
5327,Female,24
5328,Female,18
5329,Not Specified,1
5330,Not Specified,1
5331,Male,46
5332,Not Specified,1
5333,Male,9
5334,Not Specified,1
5335,Not Specified,1
5336,Male,59
5337,Female,1
5338,Not Specified,1
5339,Male,23
5340,Not Specified,0
5341,Not Specified,1
5342,Male,2
5343,Female,0
5344,Not Specified,1
5345,Female,3
5346,Male,0
5347,Male,0
5348,Male,0
5349,Female,0
5350,Female,3
5351,Male,3
5352,Female,0
5353,Female,1
5354,Female,43
5355,Female,107
5356,Male,0
5357,Male,36
5358,Female,16
5359,Male,31
5360,Male,48
5361,Male,33
5362,Male,10
5363,Male,21
5364,Male,19
5365,Female,16
5366,Male,15
5367,Female,0
5368,Male,0
5369,Male,2
5370,Not Specified,0
5371,Not Specified,0
5372,Not Specified,1
5373,Female,0
5374,Male,1
5375,Female,0
5376,Female,28
5377,Male,23
5378,Female,17
5379,Male,15
5380,Male,42
5381,Female,40
5382,Female,12
5383,Not Specified,2
5384,Male,37
5385,Male,50
5386,Not Specified,1
5387,Male,6
5388,Not Specified,0
5389,Male,160
5390,Male,2
5391,Male,49
5392,Male,0
5393,Male,0
5394,Male,0
5395,Female,34
5396,Not Specified,1
5397,Female,86
5398,Female,68
5399,Female,34
5400,Female,77
5401,Male,62
5402,Male,11
5403,Male,16
5404,Female,21
5405,Male,133
5406,Female,59
5407,Male,46
5408,Not Specified,0
5409,Not Specified,0
5410,Female,10
5411,Not Specified,0
5412,Not Specified,0
5413,Male,0
5414,Male,1
5415,Male,2
5416,Not Specified,1
5417,Male,7
5418,Male,3
5419,Not Specified,0
5420,Female,3
5421,Not Specified,0
5422,Not Specified,4
5423,Not Specified,0
5424,Not Specified,0
5425,Male,2
5426,Male,0
5427,Not Specified,0
5428,Not Specified,0
5429,Not Specified,0
5430,Not Specified,0
5431,Male,0
5432,Female,2
5433,Not Specified,0
5434,Male,30
5435,Female,51
5436,Female,25
5437,Male,46
5438,Male,40
5439,Female,12
5440,Male,71
5441,Not Specified,2
5442,Female,12
5443,Male,83
5444,Female,3
5445,Male,15
5446,Male,103
5447,Female,132
5448,Male,107
5449,Male,17
5450,Male,3
5451,Male,44
5452,Female,72
5453,Male,133
5454,Female,16
5455,Male,17
5456,Male,6
5457,Male,3
5458,Male,1
5459,Male,0
5460,Female,0
5461,Female,1
5462,Male,7
5463,Male,0
5464,Female,0
5465,Male,1
5466,Female,81
5467,Female,13
5468,Male,1
5469,Male,1
5470,Male,0
5471,Male,0
5472,Male,3
5473,Male,4
5474,Male,0
5475,Female,1
5476,Male,0
5477,Male,19
5478,Male,0
5479,Male,2
5480,Not Specified,0
5481,Male,0
5482,Male,0
5483,Female,0
5484,Male,0
5485,Male,1
5486,Male,0
5487,Female,1
5488,Male,1
5489,Not Specified,0
5490,Not Specified,0
5491,Not Specified,0
5492,Male,5
5493,Male,106
5494,Male,50
5495,Male,125
5496,Female,29
5497,Male,22
5498,Male,7
5499,Male,11
5500,Not Specified,1
5501,Male,21
5502,Male,140
5503,Not Specified,2
5504,Male,0
5505,Male,0
5506,Male,0
5507,Male,38
5508,Male,31
5509,Female,7
5510,Male,34
5511,Female,50
5512,Male,20
5513,Male,14
5514,Male,97
5515,Female,41
5516,Female,6
5517,Not Specified,1
5518,Male,39
5519,Male,56
5520,Female,8
5521,Male,96
5522,Male,0
5523,Male,0
5524,Male,0
5525,Male,0
5526,Male,0
5527,Male,0
5528,Female,2
5529,Male,3
5530,Male,76
5531,Female,58
5532,Male,100
5533,Male,39
5534,Male,61
5535,Female,5
5536,Female,13
5537,Male,3
5538,Male,54
5539,Male,7
5540,Male,0
5541,Not Specified,0
5542,Male,0
5543,Female,0
5544,Female,0
5545,Male,1
5546,Male,0
5547,Female,0
5548,Female,61
5549,Male,36
5550,Female,17
5551,Male,27
5552,Female,21
5553,Male,34
5554,Not Specified,2
5555,Male,2
5556,Female,6
5557,Female,14
5558,Male,23
5559,Male,19
5560,Not Specified,3
5561,Male,22
5562,Male,50
5563,Male,20
5564,Not Specified,8
5565,Not Specified,1
5566,Not Specified,4
5567,Not Specified,1
5568,Male,26
5569,Female,25
5570,Not Specified,9
5571,Female,9
5572,Female,4
5573,Female,18
5574,Female,2
5575,Not Specified,0
5576,Not Specified,0
5577,Not Specified,0
5578,Not Specified,1
5579,Not Specified,0
5580,Not Specified,0
5581,Not Specified,2
5582,Male,0
5583,Female,0
5584,Male,0
5585,Not Specified,0
5586,Male,69
5587,Female,1
5588,Female,58
5589,Male,55
5590,Male,45
5591,Male,64
5592,Male,32
5593,Male,23
5594,Male,57
5595,Male,87
5596,Female,2
5597,Female,4
5598,Male,9
5599,Female,24
5600,Not Specified,3
5601,Male,8
5602,Male,1
5603,Not Specified,1
5604,Male,3
5605,Male,29
5606,Not Specified,1
5607,Female,8
5608,Male,53
5609,Not Specified,1
5610,Male,14
5611,Male,5
5612,Female,0
5613,Female,0
5614,Male,0
5615,Female,0
5616,Male,0
5617,Male,0
5618,Male,0
5619,Female,0
5620,Male,74
5621,Female,35
5622,Male,45
5623,Male,134
5624,Male,45
5625,Female,105
5626,Female,42
5627,Male,16
5628,Female,2
5629,Female,4
5630,Not Specified,0
5631,Not Specified,0
5632,Male,0
5633,Not Specified,0
5634,Female,2
5635,Female,5
5636,Male,0
5637,Male,4
5638,Male,35
5639,Male,75
5640,Female,9
5641,Male,318
5642,Female,18
5643,Female,5
5644,Not Specified,0
5645,Male,0
5646,Male,1
5647,Not Specified,0
5648,Male,0
5649,Male,0
5650,Male,0
5651,Not Specified,0
5652,Male,1
5653,Male,0
5654,Male,0
5655,Female,0
5656,Not Specified,0
5657,Not Specified,0
5658,Male,0
5659,Not Specified,0
5660,Male,0
5661,Female,72
5662,Male,11
5663,Female,26
5664,Male,0
5665,Male,0
5666,Not Specified,0
5667,Male,0
5668,Not Specified,0
5669,Male,0
5670,Not Specified,0
5671,Not Specified,0
5672,Female,80
5673,Male,70
5674,Female,60
5675,Female,6
5676,Male,126
5677,Female,35
5678,Male,76
5679,Male,22
5680,Male,108
5681,Female,11
5682,Male,14
5683,Male,22
5684,Male,62
5685,Female,169
5686,Male,71
5687,Female,6
5688,Male,47
5689,Female,19
5690,Male,29
5691,Female,58
5692,Male,144
5693,Female,59
5694,Not Specified,1
5695,Male,25
5696,Male,13
5697,Not Specified,0
5698,Female,0
5699,Female,0
5700,Female,12
5701,Female,22
5702,Male,47
5703,Female,15
5704,Female,0
5705,Male,72
5706,Male,0
5707,Female,28
5708,Female,10
5709,Male,42
5710,Female,16
5711,Female,11
5712,Female,16
5713,Male,26
5714,Female,32
5715,Female,8
5716,Male,26
5717,Female,17
5718,Not Specified,9
5719,Not Specified,1
5720,Female,8
5721,Not Specified,0
5722,Male,7
5723,Not Specified,1
5724,Not Specified,6
5725,Male,138
5726,Female,6
5727,Female,4
5728,Not Specified,1
5729,Not Specified,1
5730,Male,18
5731,Male,18
5732,Not Specified,2
5733,Not Specified,1
5734,Male,0
5735,Not Specified,0
5736,Not Specified,0
5737,Male,0
5738,Female,12
5739,Male,12
5740,Not Specified,1
5741,Not Specified,0
5742,Male,24
5743,Not Specified,0
5744,Not Specified,0
5745,Not Specified,1
5746,Not Specified,0
5747,Male,27
5748,Male,12
5749,Male,4
5750,Female,20
5751,Male,1
5752,Male,0
5753,Not Specified,0
5754,Not Specified,1
5755,Male,0
5756,Male,1
5757,Male,0
5758,Male,0
5759,Not Specified,0
5760,Not Specified,0
5761,Female,1
5762,Male,1
5763,Female,0
5764,Female,0
5765,Male,4
5766,Female,5
5767,Female,4
5768,Male,4
5769,Male,6
5770,Not Specified,0
5771,Male,0
5772,Female,136
5773,Male,30
5774,Male,84
5775,Not Specified,1
5776,Male,0
5777,Male,0
5778,Male,0
5779,Female,16
5780,Male,0
5781,Male,0
5782,Male,0
5783,Female,0
5784,Male,20
5785,Male,21
5786,Male,13
5787,Female,38
5788,Female,0
5789,Female,0
5790,Not Specified,0
5791,Male,0
5792,Female,1
5793,Not Specified,0
5794,Not Specified,0
5795,Male,3
5796,Male,0
5797,Female,1
5798,Not Specified,0
5799,Not Specified,0
5800,Not Specified,0
5801,Male,54
5802,Male,134
5803,Male,12
5804,Male,15
5805,Male,0
5806,Not Specified,0
5807,Male,1
5808,Male,1
5809,Male,2
5810,Female,0
5811,Not Specified,0
5812,Male,32
5813,Female,16
5814,Male,77
5815,Not Specified,1
5816,Not Specified,3
5817,Male,3
5818,Male,9
5819,Male,30
5820,Not Specified,2
5821,Female,13
5822,Not Specified,0
5823,Female,38
5824,Female,0
5825,Female,48
5826,Male,51
5827,Male,1
5828,Female,0
5829,Female,1
5830,Female,0
5831,Male,80
5832,Male,0
5833,Male,7
5834,Female,28
5835,Not Specified,1
5836,Not Specified,1
5837,Not Specified,1
5838,Male,0
5839,Not Specified,1
5840,Not Specified,0
5841,Male,5
5842,Male,0
5843,Male,0
5844,Not Specified,0
5845,Not Specified,0
5846,Male,14
5847,Male,9
5848,Male,1
5849,Male,1
5850,Female,0
5851,Male,0
5852,Male,32
5853,Male,23
5854,Female,8
5855,Female,1
5856,Female,1
5857,Female,6
5858,Not Specified,6
5859,Male,0
5860,Male,15
5861,Female,3
5862,Male,16
5863,Male,49
5864,Female,108
5865,Male,60
5866,Male,2
5867,Female,6
5868,Male,0
5869,Female,3
5870,Male,6
5871,Male,1
5872,Male,12
5873,Male,3
5874,Male,1
5875,Female,33
5876,Male,100
5877,Male,144
5878,Female,5
5879,Female,103
5880,Male,9
5881,Female,1
5882,Male,0
5883,Not Specified,0
5884,Not Specified,0
5885,Male,60
5886,Female,45
5887,Male,96
5888,Male,0
5889,Not Specified,0
5890,Female,3
5891,Not Specified,0
5892,Not Specified,0
5893,Male,20
5894,Male,0
5895,Male,31
5896,Male,87
5897,Male,89
5898,Male,0
5899,Male,9
5900,Male,0
5901,Male,2
5902,Female,0
5903,Female,0
5904,Female,2
5905,Female,12
5906,Not Specified,0
5907,Male,203
5908,Female,47
5909,Male,88
5910,Female,30
5911,Female,7
5912,Male,26
5913,Not Specified,0
5914,Not Specified,2
5915,Not Specified,0
5916,Not Specified,0
5917,Female,1
5918,Male,1
5919,Male,0
5920,Female,0
5921,Not Specified,0
5922,Not Specified,0
5923,Not Specified,0
5924,Not Specified,1
5925,Not Specified,6
5926,Not Specified,1
5927,Not Specified,1
5928,Male,37
5929,Female,27
5930,Male,1
5931,Not Specified,0
5932,Male,19
5933,Not Specified,2
5934,Not Specified,0
5935,Not Specified,0
5936,Male,1
5937,Male,0
5938,Not Specified,0
5939,Female,0
5940,Female,3
5941,Male,2
5942,Not Specified,0
5943,Male,17
5944,Male,90
5945,Female,47
5946,Not Specified,3
5947,Not Specified,1
5948,Not Specified,1
5949,Male,22
5950,Male,62
5951,Male,67
5952,Male,2
5953,Male,0
5954,Female,5
5955,Male,18
5956,Female,40
5957,Female,17
5958,Female,20
5959,Female,23
5960,Female,13
5961,Female,62
5962,Male,46
5963,Male,5
5964,Male,13
5965,Male,4
5966,Male,15
5967,Male,40
5968,Male,8
5969,Female,3
5970,Male,64
5971,Male,13
5972,Female,3
5973,Male,16
5974,Male,0
5975,Male,1
5976,Not Specified,0
5977,Male,1
5978,Female,0
5979,Male,96
5980,Male,131
5981,Male,73
5982,Male,58
5983,Male,77
5984,Not Specified,1
5985,Male,16
5986,Male,25
5987,Male,0
5988,Not Specified,0
5989,Male,1
5990,Female,11
5991,Male,6
5992,Female,86
5993,Female,119
5994,Not Specified,2
5995,Male,0
5996,Male,23
5997,Male,4
5998,Male,90
5999,Male,3
6000,Male,0
6001,Male,1
6002,Female,93
6003,Male,87
6004,Male,54
6005,Not Specified,0
6006,Male,5
6007,Male,15
6008,Male,0
6009,Male,0
6010,Female,0
6011,Female,0
6012,Male,0
6013,Male,66
6014,Male,65
6015,Male,29
6016,Male,37
6017,Female,49
6018,Male,40
6019,Not Specified,1
6020,Not Specified,1
6021,Not Specified,1
6022,Not Specified,1
6023,Not Specified,1
6024,Not Specified,1
6025,Not Specified,1
6026,Not Specified,1
6027,Male,33
6028,Male,2
6029,Female,0
6030,Male,0
6031,Male,0
6032,Female,0
6033,Not Specified,0
6034,Male,0
6035,Male,8
6036,Male,0
6037,Male,84
6038,Female,46
6039,Female,37
6040,Male,31
6041,Female,2
6042,Female,4
6043,Male,23
6044,Male,39
6045,Male,35
6046,Not Specified,1
6047,Not Specified,1
6048,Male,68
6049,Male,111
6050,Male,1
6051,Male,1
6052,Male,3
6053,Male,2
6054,Male,0
6055,Not Specified,0
6056,Male,31
6057,Female,95
6058,Male,55
6059,Female,31
6060,Female,12
6061,Female,60
6062,Female,45
6063,Male,9
6064,Male,15
6065,Male,59
6066,Male,28
6067,Male,35
6068,Male,0
6069,Female,0
6070,Male,1
6071,Not Specified,4
6072,Female,62
6073,Female,11
6074,Female,46
6075,Male,0
6076,Male,0
6077,Male,81
6078,Male,38
6079,Male,33
6080,Female,74
6081,Male,9
6082,Female,46
6083,Male,2
6084,Not Specified,0
6085,Female,0
6086,Not Specified,0
6087,Not Specified,1
6088,Not Specified,3
6089,Female,53
6090,Male,14
6091,Female,5
6092,Male,2
6093,Male,32
6094,Female,7
6095,Male,151
6096,Male,6
6097,Male,1
6098,Male,46
6099,Not Specified,2
6100,Male,1
6101,Not Specified,4
6102,Female,15
6103,Male,1
6104,Female,3
6105,Not Specified,4
6106,Not Specified,8
6107,Male,14
6108,Male,7
6109,Male,2
6110,Female,35
6111,Male,41
6112,Male,23
6113,Male,39
6114,Male,119
6115,Female,67
6116,Female,81
6117,Male,83
6118,Female,48
6119,Female,31
6120,Male,2
6121,Male,8
6122,Male,35
6123,Male,1
6124,Male,10
6125,Male,0
6126,Male,51
6127,Female,34
6128,Female,55
6129,Male,2
6130,Female,0
6131,Male,0
6132,Male,1
6133,Male,0
6134,Male,0
6135,Not Specified,0
6136,Male,0
6137,Male,1
6138,Not Specified,0
6139,Male,43
6140,Not Specified,1
6141,Male,6
6142,Female,49
6143,Male,50
6144,Male,17
6145,Not Specified,3
6146,Not Specified,1
6147,Female,5
6148,Not Specified,2
6149,Male,16
6150,Male,6
6151,Male,0
6152,Not Specified,0
6153,Not Specified,0
6154,Not Specified,1
6155,Male,4
6156,Not Specified,0
6157,Female,1
6158,Male,4
6159,Male,8
6160,Male,11
6161,Female,9
6162,Male,14
6163,Male,44
6164,Female,8
6165,Male,50
6166,Not Specified,0
6167,Male,0
6168,Male,253
6169,Male,0
6170,Male,0
6171,Female,29
6172,Female,65
6173,Not Specified,4
6174,Male,52
6175,Male,115
6176,Male,9
6177,Male,10
6178,Male,23
6179,Not Specified,1
6180,Male,0
6181,Male,0
6182,Female,1
6183,Not Specified,0
6184,Male,0
6185,Male,1
6186,Male,1
6187,Male,2
6188,Female,1
6189,Not Specified,1
6190,Male,4
6191,Male,1
6192,Male,0
6193,Female,0
6194,Male,101
6195,Male,71
6196,Male,19
6197,Male,96
6198,Male,41
6199,Female,26
6200,Male,4
6201,Male,0
6202,Female,10
6203,Male,21
6204,Female,70
6205,Male,144
6206,Male,2
6207,Not Specified,1
6208,Not Specified,1
6209,Not Specified,1
6210,Not Specified,1
6211,Male,0
6212,Male,26
6213,Male,4
6214,Male,1
6215,Not Specified,0
6216,Not Specified,0
6217,Female,2
6218,Female,1
6219,Female,99
6220,Male,0
6221,Male,0
6222,Male,10
6223,Male,55
6224,Male,87
6225,Male,18
6226,Male,54
6227,Male,49
6228,Male,25
6229,Male,24
6230,Female,4
6231,Male,84
6232,Male,0
6233,Male,0
6234,Male,1
6235,Male,0
6236,Not Specified,0
6237,Female,1
6238,Male,1
6239,Not Specified,0
6240,Male,1
6241,Male,0
6242,Male,86
6243,Female,19
6244,Male,32
6245,Female,32
6246,Male,28
6247,Male,47
6248,Male,33
6249,Male,42
6250,Male,32
6251,Female,9
6252,Male,0
6253,Not Specified,1
6254,Male,0
6255,Male,1
6256,Male,2
6257,Not Specified,0
6258,Not Specified,0
6259,Male,0
6260,Male,1
6261,Female,0
6262,Male,3
6263,Male,0
6264,Male,0
6265,Male,8
6266,Female,0
6267,Male,0
6268,Male,0
6269,Female,4
6270,Female,68
6271,Female,65
6272,Male,3
6273,Male,0
6274,Male,1
6275,Male,44
6276,Male,0
6277,Male,0
6278,Male,0
6279,Not Specified,0
6280,Male,0
6281,Not Specified,3
6282,Male,6
6283,Male,0
6284,Male,0
6285,Female,0
6286,Male,0
6287,Not Specified,0
6288,Not Specified,0
6289,Female,0
6290,Male,163
6291,Male,43
6292,Female,22
6293,Male,64
6294,Male,5
6295,Not Specified,1
6296,Male,0
6297,Not Specified,0
6298,Female,59
6299,Male,67
6300,Male,6
6301,Male,119
6302,Not Specified,6
6303,Male,17
6304,Male,0
6305,Not Specified,0
6306,Not Specified,0
6307,Female,1
6308,Not Specified,0
6309,Male,0
6310,Male,0
6311,Not Specified,0
6312,Male,0
6313,Female,5
6314,Female,65
6315,Female,63
6316,Male,22
6317,Female,40
6318,Male,88
6319,Male,0
6320,Male,3
6321,Male,65
6322,Male,26
6323,Male,25
6324,Not Specified,0
6325,Female,63
6326,Male,6
6327,Not Specified,2
6328,Female,92
6329,Female,8
6330,Male,9
6331,Female,1
6332,Male,136
6333,Male,18
6334,Male,59
6335,Male,85
6336,Male,8
6337,Not Specified,8
6338,Male,1
6339,Male,0
6340,Male,47
6341,Male,1
6342,Female,0
6343,Male,1
6344,Not Specified,0
6345,Not Specified,0
6346,Male,0
6347,Not Specified,1
6348,Not Specified,0
6349,Male,80
6350,Male,46
6351,Male,45
6352,Male,19
6353,Male,87
6354,Female,19
6355,Female,18
6356,Female,41
6357,Female,5
6358,Not Specified,1
6359,Male,9
6360,Female,33
6361,Male,0
6362,Female,4
6363,Male,2
6364,Male,0
6365,Not Specified,1
6366,Not Specified,12
6367,Male,0
6368,Female,0
6369,Male,0
6370,Not Specified,0
6371,Female,0
6372,Not Specified,0
6373,Male,0
6374,Male,2
6375,Male,4
6376,Male,0
6377,Female,0
6378,Female,0
6379,Male,0
6380,Female,0
6381,Not Specified,1
6382,Male,0
6383,Male,27
6384,Female,13
6385,Male,142
6386,Female,26
6387,Male,10
6388,Female,32
6389,Female,18
6390,Male,28
6391,Female,8
6392,Female,18
6393,Male,13
6394,Male,66
6395,Male,43
6396,Not Specified,8
6397,Female,26
6398,Male,2
6399,Male,19
6400,Male,1
6401,Male,2
6402,Male,0
6403,Not Specified,0
6404,Not Specified,0
6405,Male,8
6406,Male,26
6407,Male,69
6408,Male,18
6409,Male,25
6410,Male,18
6411,Male,47
6412,Male,43
6413,Female,18
6414,Male,0
6415,Female,0
6416,Male,89
6417,Male,71
6418,Male,3
6419,Male,31
6420,Male,14
6421,Male,18
6422,Male,26
6423,Male,3
6424,Not Specified,1
6425,Male,3
6426,Female,10
6427,Male,0
6428,Male,1
6429,Male,0
6430,Male,2
6431,Male,24
6432,Male,2
6433,Female,48
6434,Female,86
6435,Female,1
6436,Male,28
6437,Female,54
6438,Male,73
6439,Female,16
6440,Male,27
6441,Female,23
6442,Male,14
6443,Not Specified,2
6444,Male,1
6445,Male,32
6446,Male,0
6447,Not Specified,1
6448,Male,8
6449,Female,84
6450,Male,23
6451,Male,87
6452,Male,83
6453,Male,2
6454,Male,1
6455,Male,59
6456,Not Specified,6
6457,Male,20
6458,Male,13
6459,Not Specified,1
6460,Male,7
6461,Not Specified,1
6462,Not Specified,1
6463,Male,51
6464,Female,1
6465,Male,20
6466,Male,2
6467,Male,6
6468,Male,82
6469,Male,0
6470,Male,0
6471,Male,3
6472,Female,0
6473,Female,0
6474,Male,0
6475,Female,0
6476,Male,0
6477,Female,0
6478,Female,0
6479,Not Specified,0
6480,Female,0
6481,Male,0
6482,Male,0
6483,Male,6
6484,Male,134
6485,Male,52
6486,Female,30
6487,Female,23
6488,Female,38
6489,Male,24
6490,Male,15
6491,Male,92
6492,Male,36
6493,Male,41
6494,Male,35
6495,Male,24
6496,Male,51
6497,Male,78
6498,Male,33
6499,Male,0
6500,Male,150
6501,Male,80
6502,Male,2
6503,Male,0
6504,Male,0
6505,Not Specified,1
6506,Male,5
6507,Male,8
6508,Male,98
6509,Male,39
6510,Male,27
6511,Male,24
6512,Female,26
6513,Male,11
6514,Male,53
6515,Male,21
6516,Male,15
6517,Male,4
6518,Male,12
6519,Male,59
6520,Male,3
6521,Male,4
6522,Male,0
6523,Not Specified,0
6524,Male,0
6525,Male,0
6526,Male,0
6527,Female,34
6528,Female,38
6529,Not Specified,1
6530,Female,11
6531,Male,20
6532,Male,21
6533,Male,22
6534,Male,31
6535,Not Specified,7
6536,Female,52
6537,Male,10
6538,Male,62
6539,Male,6
6540,Male,110
6541,Male,55
6542,Male,22
6543,Male,39
6544,Female,4
6545,Male,32
6546,Male,54
6547,Male,39
6548,Male,60
6549,Female,43
6550,Male,21
6551,Male,12
6552,Male,26
6553,Male,5
6554,Male,66
6555,Male,3
6556,Male,9
6557,Male,2
6558,Male,5
6559,Male,1
6560,Male,2
6561,Male,32
6562,Not Specified,0
6563,Not Specified,1
6564,Male,13
6565,Male,7
6566,Male,61
6567,Male,17
6568,Male,36
6569,Male,29
6570,Not Specified,2
6571,Male,21
6572,Male,5
6573,Female,11
6574,Not Specified,0
6575,Male,21
6576,Male,1
6577,Male,0
6578,Male,0
6579,Female,1
6580,Male,17
6581,Male,9
6582,Male,9
6583,Female,114
6584,Female,7
6585,Female,0
6586,Male,0
6587,Male,1
6588,Male,0
6589,Male,0
6590,Female,34
6591,Male,37
6592,Male,32
6593,Male,12
6594,Male,22
6595,Female,5
6596,Not Specified,1
6597,Male,0
6598,Male,6
6599,Male,3
6600,Male,2
6601,Female,1
6602,Male,0
6603,Male,1
6604,Not Specified,0
6605,Male,1
6606,Male,0
6607,Female,2
6608,Male,0
6609,Not Specified,0
6610,Female,35
6611,Male,56
6612,Female,1
6613,Male,8
6614,Male,18
6615,Not Specified,1
6616,Not Specified,2
6617,Male,52
6618,Male,15
6619,Male,12
6620,Not Specified,2
6621,Female,2
6622,Male,14
6623,Male,3
6624,Male,30
6625,Male,5
6626,Not Specified,1
6627,Not Specified,1
6628,Not Specified,0
6629,Not Specified,0
6630,Not Specified,0
6631,Male,0
6632,Not Specified,7
6633,Not Specified,1
6634,Not Specified,0
6635,Not Specified,0
6636,Not Specified,0
6637,Male,58
6638,Male,5
6639,Male,4
6640,Not Specified,0
6641,Not Specified,0
6642,Female,0
6643,Not Specified,0
6644,Male,92
6645,Female,45
6646,Male,75
6647,Male,81
6648,Male,19
6649,Female,40
6650,Female,11
6651,Female,53
6652,Male,34
6653,Female,15
6654,Male,39
6655,Not Specified,1
6656,Not Specified,3
6657,Male,4
6658,Female,0
6659,Female,0
6660,Not Specified,0
6661,Not Specified,0
6662,Male,0
6663,Female,0
6664,Female,0
6665,Female,0
6666,Female,0
6667,Male,0
6668,Male,6
6669,Male,7
6670,Male,73
6671,Female,91
6672,Female,72
6673,Male,28
6674,Male,0
6675,Not Specified,0
6676,Not Specified,0
6677,Female,2
6678,Male,0
6679,Not Specified,0
6680,Not Specified,0
6681,Female,3
6682,Male,1
6683,Male,12
6684,Male,4
6685,Male,0
6686,Male,52
6687,Male,23
6688,Male,10
6689,Female,66
6690,Male,45
6691,Male,0
6692,Female,65
6693,Male,42
6694,Male,76
6695,Male,5
6696,Male,0
6697,Male,0
6698,Not Specified,0
6699,Male,0
6700,Not Specified,0
6701,Not Specified,0
6702,Not Specified,0
6703,Female,3
6704,Female,1
6705,Not Specified,0
6706,Male,35
6707,Male,0
6708,Male,0
6709,Male,0
6710,Female,27
6711,Male,76
6712,Female,64
6713,Not Specified,2
6714,Male,0
6715,Not Specified,0
6716,Female,1
